"age","job","marital","default","balance","housing","loan","duration","y"
46,"management","married","no",-3,"no","no",205,"no"
31,"management","married","no",60,"no","no",302,"no"
45,"blue-collar","married","no",751,"no","no",151,"no"
50,"services","married","no",1545,"no","no",56,"no"
31,"admin.","married","no",23,"no","no",322,"no"
34,"technician","single","no",0,"no","no",54,"no"
30,"management","single","no",20261,"yes","no",81,"no"
59,"retired","married","no",1887,"no","no",88,"no"
34,"unemployed","single","no",786,"no","no",122,"no"
44,"technician","divorced","no",2179,"no","no",180,"no"
32,"technician","single","no",632,"yes","no",82,"no"
32,"unemployed","single","no",99,"no","no",49,"no"
55,"retired","married","no",185,"no","no",26,"no"
42,"technician","divorced","no",305,"yes","no",82,"no"
36,"technician","married","no",278,"no","no",121,"no"
30,"technician","single","no",187,"no","no",66,"no"
53,"management","married","no",761,"no","yes",85,"no"
55,"retired","married","no",123,"no","no",70,"no"
50,"technician","married","no",-997,"no","yes",70,"no"
43,"technician","married","no",80,"no","no",9,"no"
60,"retired","married","no",486,"no","no",139,"no"
42,"management","single","no",759,"no","yes",105,"no"
34,"management","single","no",46,"no","no",211,"no"
38,"student","married","no",140,"no","no",12,"no"
37,"management","married","no",6743,"no","no",13,"no"
41,"technician","married","no",1946,"no","no",327,"no"
59,"retired","married","no",0,"no","no",23,"no"
46,"management","married","no",1906,"no","no",44,"no"
34,"technician","married","no",0,"no","no",183,"no"
40,"technician","married","no",1232,"no","no",175,"no"
37,"management","married","no",859,"no","no",246,"no"
44,"management","divorced","no",0,"no","no",70,"no"
30,"technician","single","no",0,"no","no",20,"no"
32,"services","single","no",0,"no","no",23,"no"
50,"blue-collar","married","no",6288,"no","no",20,"no"
42,"technician","married","no",1013,"no","yes",117,"no"
42,"technician","divorced","no",37,"no","no",28,"no"
59,"retired","married","no",0,"no","no",359,"no"
44,"management","married","no",217,"yes","no",203,"no"
47,"services","married","yes",0,"no","no",21,"no"
52,"technician","married","no",0,"no","no",84,"no"
55,"admin.","married","no",0,"no","no",16,"no"
44,"technician","married","no",65,"no","no",53,"no"
59,"retired","married","no",82,"no","no",308,"no"
46,"technician","single","no",568,"no","no",51,"no"
44,"self-employed","married","no",134,"no","no",86,"no"
53,"blue-collar","married","no",5603,"no","no",2372,"yes"
39,"management","married","no",0,"no","no",93,"no"
35,"technician","divorced","no",89,"no","no",203,"no"
48,"housemaid","married","no",197,"no","no",256,"no"
36,"technician","married","no",837,"no","no",68,"no"
33,"management","married","no",6174,"no","no",19,"no"
51,"services","married","no",7175,"no","no",98,"no"
32,"entrepreneur","single","no",890,"yes","yes",27,"no"
37,"technician","married","no",163,"no","yes",9,"no"
42,"technician","married","no",3,"no","no",11,"no"
43,"management","married","no",241,"no","no",79,"no"
42,"services","married","no",59,"no","no",144,"no"
39,"housemaid","married","no",315,"no","no",53,"no"
32,"technician","divorced","no",-262,"yes","no",85,"no"
52,"management","married","no",163,"no","no",638,"no"
31,"self-employed","married","no",81,"no","no",532,"no"
47,"admin.","divorced","no",225,"no","no",1126,"yes"
32,"management","married","no",864,"yes","no",17,"no"
40,"housemaid","married","no",0,"no","no",16,"no"
48,"technician","married","no",1548,"no","no",143,"no"
54,"management","divorced","no",0,"no","no",276,"no"
43,"management","divorced","no",3327,"no","no",146,"no"
48,"management","married","no",0,"no","no",16,"no"
55,"services","married","no",879,"no","no",183,"no"
37,"technician","married","no",729,"no","no",156,"no"
36,"technician","married","no",-158,"yes","no",1037,"no"
58,"housemaid","married","no",7881,"no","no",507,"no"
31,"technician","single","no",0,"no","no",18,"no"
31,"management","single","no",35,"no","no",27,"no"
56,"retired","married","no",1333,"no","no",17,"no"
49,"services","married","no",2420,"yes","no",19,"no"
34,"technician","married","no",0,"no","no",12,"no"
38,"management","married","no",173,"no","no",32,"no"
31,"housemaid","married","no",0,"no","no",12,"no"
33,"technician","single","no",111,"no","no",7,"no"
40,"technician","married","no",84,"no","no",715,"no"
33,"management","single","no",0,"no","no",13,"no"
32,"admin.","single","no",211,"no","no",56,"no"
34,"technician","single","no",0,"no","no",195,"no"
30,"management","single","no",17,"no","no",95,"no"
50,"housemaid","married","no",0,"no","no",39,"no"
55,"management","divorced","no",668,"no","no",25,"no"
60,"self-employed","married","no",1690,"no","no",64,"no"
53,"management","married","no",37,"no","no",51,"no"
45,"blue-collar","married","no",-183,"yes","yes",8,"no"
53,"blue-collar","married","no",65,"no","no",25,"no"
31,"management","single","no",0,"no","no",38,"no"
34,"technician","married","no",-173,"no","no",85,"no"
54,"management","married","no",1258,"no","no",153,"no"
34,"management","single","no",6766,"no","no",210,"no"
48,"blue-collar","married","no",2499,"no","no",429,"no"
37,"technician","married","no",0,"no","no",76,"no"
45,"blue-collar","married","no",377,"no","no",26,"no"
33,"self-employed","married","no",77,"no","no",958,"no"
33,"management","single","no",1530,"no","no",88,"no"
48,"housemaid","married","no",0,"no","no",20,"no"
53,"services","married","no",658,"no","no",18,"no"
52,"services","married","no",1645,"no","no",248,"no"
32,"technician","single","no",8047,"yes","no",16,"no"
33,"technician","single","no",436,"no","no",258,"no"
39,"technician","married","no",0,"no","no",13,"no"
35,"technician","married","no",75,"no","no",9,"no"
51,"blue-collar","married","no",279,"no","no",64,"no"
34,"management","single","no",4348,"yes","no",373,"no"
35,"technician","single","no",230,"no","no",104,"no"
30,"technician","single","no",167,"no","no",35,"no"
52,"technician","married","no",118,"no","no",16,"no"
48,"blue-collar","married","no",323,"no","no",158,"no"
36,"technician","single","no",97,"no","no",69,"no"
30,"technician","divorced","no",3028,"yes","no",65,"no"
57,"retired","married","no",-157,"no","no",31,"no"
55,"admin.","married","no",-2,"no","no",76,"no"
30,"technician","married","no",0,"no","no",140,"no"
48,"housemaid","single","no",71,"no","no",97,"no"
45,"self-employed","married","no",396,"no","no",238,"no"
36,"management","married","no",200,"no","no",131,"no"
36,"technician","divorced","no",466,"no","no",171,"no"
31,"management","single","no",713,"no","no",162,"no"
41,"technician","married","no",1788,"no","no",222,"no"
33,"management","single","no",755,"yes","no",68,"no"
34,"technician","married","no",298,"no","no",42,"no"
43,"management","married","no",370,"no","no",142,"no"
31,"management","married","no",459,"no","no",13,"no"
45,"self-employed","married","no",240,"no","no",163,"no"
32,"technician","single","no",723,"no","no",68,"no"
32,"technician","married","no",-300,"no","no",226,"no"
38,"management","married","no",0,"no","no",77,"no"
42,"self-employed","married","no",0,"no","no",35,"no"
52,"technician","married","no",136,"no","no",88,"no"
40,"management","married","no",558,"no","no",50,"no"
53,"management","divorced","no",15,"no","no",76,"no"
39,"technician","single","no",1522,"yes","no",15,"no"
54,"admin.","married","no",111,"no","no",29,"no"
34,"technician","married","no",33,"no","no",259,"no"
35,"management","single","no",-108,"yes","no",74,"no"
45,"technician","married","no",77,"no","no",90,"no"
45,"technician","divorced","no",12,"no","no",88,"no"
47,"services","married","no",5,"no","no",169,"no"
34,"management","single","no",1863,"no","no",143,"no"
36,"technician","single","no",0,"no","no",8,"no"
30,"technician","married","no",42,"no","no",140,"no"
35,"technician","single","no",0,"yes","no",46,"no"
35,"technician","married","no",-78,"no","no",102,"no"
44,"management","married","no",0,"no","no",43,"no"
34,"management","single","yes",621,"no","no",205,"no"
30,"technician","married","no",81,"no","no",51,"no"
41,"technician","married","no",6171,"no","no",50,"no"
38,"management","single","no",0,"no","no",59,"no"
41,"technician","divorced","no",475,"yes","no",49,"no"
37,"self-employed","married","no",552,"no","no",379,"no"
52,"blue-collar","married","no",305,"no","no",26,"no"
43,"housemaid","married","no",685,"no","no",77,"no"
60,"retired","married","no",45,"no","no",39,"no"
34,"technician","married","no",553,"no","no",45,"no"
34,"management","married","no",2032,"no","no",103,"no"
39,"management","divorced","no",295,"no","no",68,"no"
44,"management","married","no",795,"no","no",99,"no"
51,"housemaid","married","no",605,"no","no",270,"no"
52,"blue-collar","married","no",-490,"yes","yes",74,"no"
40,"technician","married","no",88,"no","no",214,"no"
47,"blue-collar","married","no",1480,"no","no",460,"no"
40,"technician","married","yes",0,"no","no",147,"no"
32,"management","single","no",813,"no","no",114,"no"
50,"blue-collar","married","no",565,"yes","yes",36,"no"
31,"technician","single","no",-564,"yes","yes",49,"no"
33,"management","married","no",968,"no","yes",95,"no"
60,"retired","married","no",4,"no","no",602,"no"
33,"technician","married","no",2,"no","no",385,"no"
31,"management","single","no",0,"no","no",35,"no"
31,"technician","single","no",182,"no","no",52,"no"
33,"technician","single","no",34,"no","no",13,"no"
58,"blue-collar","married","no",6762,"no","no",9,"no"
49,"management","married","no",223,"no","no",22,"no"
35,"management","single","no",556,"no","no",52,"no"
43,"technician","divorced","no",0,"no","no",142,"no"
44,"management","married","no",278,"no","no",95,"no"
35,"technician","married","no",353,"no","no",17,"no"
31,"technician","single","no",162,"no","no",13,"no"
33,"technician","married","no",95,"no","no",26,"no"
48,"management","single","no",81,"no","no",23,"no"
30,"technician","single","no",3,"no","no",21,"no"
43,"management","single","no",1077,"no","yes",48,"no"
59,"retired","married","no",1425,"yes","no",299,"no"
51,"admin.","married","no",26,"yes","no",51,"no"
36,"management","married","no",918,"no","no",58,"no"
49,"management","single","no",588,"no","no",70,"no"
59,"retired","married","no",4450,"no","no",106,"no"
42,"technician","married","no",3501,"no","no",23,"no"
47,"blue-collar","married","no",3440,"no","no",88,"no"
32,"technician","single","no",35,"no","no",199,"no"
36,"technician","married","yes",63,"no","no",12,"no"
60,"retired","married","no",872,"no","no",37,"no"
55,"retired","married","no",159,"no","no",159,"no"
45,"blue-collar","married","no",1291,"yes","no",189,"no"
34,"management","single","no",-64,"yes","yes",693,"no"
32,"technician","married","no",1011,"no","no",56,"no"
35,"technician","married","no",433,"no","no",14,"no"
30,"technician","single","no",1286,"no","no",44,"no"
31,"technician","single","no",3588,"no","no",64,"no"
30,"management","single","no",0,"no","no",62,"no"
35,"management","married","no",1684,"yes","no",39,"no"
49,"blue-collar","married","no",592,"no","no",133,"no"
35,"technician","single","yes",-30,"no","no",32,"no"
32,"technician","married","no",-213,"yes","no",310,"no"
58,"management","married","no",0,"no","no",24,"no"
30,"management","married","no",1239,"no","no",125,"no"
38,"technician","married","no",0,"no","no",176,"no"
35,"technician","single","no",576,"no","no",8,"no"
60,"management","married","no",3029,"no","no",26,"no"
36,"technician","married","no",4542,"yes","no",76,"no"
56,"blue-collar","married","no",313,"no","no",24,"no"
46,"technician","married","no",292,"no","yes",7,"no"
43,"management","single","no",946,"no","no",40,"no"
41,"technician","divorced","no",195,"no","no",260,"no"
31,"technician","married","no",367,"no","no",79,"no"
48,"blue-collar","married","no",266,"no","no",58,"no"
60,"technician","divorced","no",-50,"no","no",433,"no"
36,"technician","single","no",34,"no","yes",247,"no"
34,"management","single","no",603,"no","no",787,"no"
58,"retired","married","no",1326,"no","no",201,"no"
45,"technician","married","no",265,"no","no",14,"no"
39,"management","married","no",-17,"yes","yes",908,"yes"
55,"technician","married","no",55,"no","yes",19,"no"
32,"technician","married","no",963,"no","no",15,"no"
41,"management","single","no",4522,"no","no",55,"no"
32,"technician","married","no",235,"yes","no",688,"no"
32,"technician","single","no",792,"no","no",193,"no"
31,"management","single","no",58,"no","no",207,"no"
33,"management","single","no",2059,"no","no",106,"no"
36,"technician","married","no",216,"no","no",80,"no"
35,"technician","single","no",634,"yes","no",122,"no"
38,"self-employed","married","no",1029,"no","no",42,"no"
36,"technician","married","no",432,"yes","no",65,"no"
47,"blue-collar","married","no",961,"no","no",45,"no"
31,"technician","married","no",0,"no","no",70,"no"
49,"services","married","no",413,"yes","yes",175,"no"
59,"technician","divorced","no",0,"no","no",126,"no"
37,"management","married","no",4293,"yes","no",150,"no"
42,"technician","married","no",0,"no","no",82,"no"
46,"blue-collar","married","no",1673,"yes","no",56,"no"
35,"technician","married","no",358,"no","no",92,"no"
51,"blue-collar","married","no",21614,"no","no",47,"no"
41,"technician","single","no",1026,"no","no",59,"no"
35,"technician","divorced","no",56,"no","no",24,"no"
34,"management","single","no",-281,"no","no",56,"no"
38,"technician","divorced","no",82,"no","no",38,"no"
33,"technician","married","no",79,"no","no",144,"no"
36,"technician","single","no",0,"no","no",85,"no"
33,"technician","married","no",58,"yes","no",57,"no"
31,"management","single","no",350,"no","no",71,"no"
45,"self-employed","married","no",373,"no","no",82,"no"
32,"management","married","no",134,"no","yes",162,"no"
34,"management","married","no",0,"no","no",120,"no"
33,"services","married","no",28,"no","no",73,"no"
47,"admin.","married","no",996,"no","no",247,"no"
37,"technician","married","no",1561,"no","no",88,"no"
35,"technician","divorced","no",515,"yes","yes",114,"no"
37,"management","single","no",45,"no","no",99,"no"
60,"retired","married","no",614,"no","no",50,"no"
38,"technician","married","no",300,"no","no",125,"no"
38,"technician","single","no",332,"yes","no",73,"no"
30,"technician","married","no",32,"no","no",73,"no"
47,"technician","divorced","no",8,"no","no",62,"no"
40,"management","married","no",194,"no","yes",189,"no"
47,"blue-collar","married","no",193,"yes","no",171,"no"
53,"admin.","married","no",578,"no","no",59,"no"
48,"blue-collar","married","no",647,"no","no",64,"no"
46,"management","married","no",1008,"no","no",24,"no"
36,"technician","single","no",0,"no","no",21,"no"
33,"management","married","no",452,"yes","no",168,"no"
56,"management","married","no",2925,"no","no",133,"no"
32,"management","married","no",0,"no","no",183,"no"
35,"technician","single","no",3490,"yes","no",643,"yes"
32,"technician","single","yes",-1,"no","no",185,"no"
45,"management","married","no",1186,"no","no",25,"no"
45,"technician","divorced","no",54,"no","no",83,"no"
37,"technician","single","no",160,"no","no",204,"no"
51,"blue-collar","married","no",462,"yes","no",164,"no"
35,"technician","married","no",393,"no","no",150,"no"
47,"self-employed","married","no",0,"no","no",90,"no"
32,"management","single","no",0,"no","no",63,"no"
35,"management","single","no",0,"no","no",131,"no"
31,"management","single","no",471,"no","no",153,"no"
46,"management","single","no",134,"no","no",40,"no"
49,"management","married","no",0,"no","no",102,"no"
45,"technician","married","no",865,"no","no",80,"no"
33,"technician","married","yes",-708,"no","no",93,"no"
51,"admin.","married","no",255,"no","no",158,"no"
59,"retired","married","no",374,"no","no",272,"no"
48,"management","divorced","no",700,"yes","no",488,"no"
57,"admin.","married","no",1218,"no","no",214,"no"
33,"technician","married","no",599,"yes","no",461,"no"
39,"housemaid","divorced","no",239,"no","no",204,"no"
39,"management","single","no",109,"no","no",159,"no"
42,"technician","divorced","no",112,"no","no",69,"no"
37,"management","married","no",5,"no","no",36,"no"
30,"management","single","no",0,"no","no",135,"no"
46,"blue-collar","married","no",877,"no","no",339,"no"
33,"technician","married","no",8,"no","no",462,"no"
49,"management","single","no",0,"no","no",121,"no"
36,"self-employed","married","no",0,"no","no",97,"no"
31,"services","single","no",2070,"no","no",319,"no"
34,"management","married","no",53,"yes","yes",256,"no"
35,"technician","married","no",-146,"yes","no",240,"no"
56,"management","married","no",67,"no","yes",88,"no"
32,"technician","single","no",284,"no","no",161,"no"
33,"management","married","no",310,"no","no",179,"no"
48,"blue-collar","married","no",134,"no","no",200,"no"
34,"admin.","married","no",96,"no","no",109,"no"
35,"technician","single","no",33,"no","no",300,"no"
32,"technician","married","no",444,"no","no",63,"no"
58,"services","married","no",74,"no","no",105,"no"
31,"technician","single","no",0,"no","no",213,"no"
33,"technician","single","no",176,"no","no",112,"no"
32,"management","single","no",0,"no","no",255,"no"
31,"technician","single","no",-2,"no","no",131,"no"
59,"self-employed","married","no",1059,"no","no",103,"no"
48,"technician","married","no",16,"no","no",77,"no"
32,"management","single","no",769,"no","no",695,"yes"
36,"management","married","no",4,"yes","no",159,"no"
33,"technician","married","no",118,"yes","no",103,"no"
38,"admin.","divorced","no",1314,"no","no",156,"no"
54,"technician","married","no",184,"no","no",81,"no"
39,"management","married","no",0,"no","no",94,"no"
48,"technician","divorced","no",105,"no","no",520,"no"
31,"technician","single","no",0,"no","no",35,"no"
56,"services","married","no",628,"no","no",96,"no"
34,"technician","single","no",943,"no","no",96,"no"
39,"management","divorced","no",115,"no","no",345,"no"
31,"technician","married","no",13,"no","no",245,"no"
55,"management","single","no",430,"no","no",79,"no"
50,"management","divorced","no",0,"no","no",128,"no"
45,"technician","married","no",88,"no","no",150,"no"
35,"management","married","no",171,"no","no",204,"no"
31,"technician","married","no",251,"no","yes",156,"no"
37,"management","married","no",-9,"no","no",168,"no"
34,"technician","married","yes",91,"no","no",67,"no"
33,"services","married","no",233,"no","no",155,"no"
33,"technician","married","no",503,"no","no",91,"no"
55,"admin.","married","no",0,"no","no",88,"no"
41,"technician","married","no",0,"no","no",141,"no"
33,"technician","divorced","no",22,"no","no",71,"no"
46,"blue-collar","married","no",123,"no","no",168,"no"
60,"retired","married","no",219,"no","no",235,"no"
47,"management","divorced","no",310,"no","no",136,"no"
31,"management","single","no",96,"no","no",63,"no"
41,"management","single","no",2408,"no","no",122,"no"
46,"blue-collar","married","no",1685,"yes","no",203,"no"
47,"entrepreneur","married","no",8480,"no","no",137,"no"
31,"management","married","no",315,"no","no",109,"no"
34,"technician","divorced","no",7,"yes","yes",273,"no"
45,"blue-collar","married","no",492,"no","no",141,"no"
32,"management","married","no",500,"no","yes",107,"no"
49,"management","married","no",146,"no","no",86,"no"
39,"management","single","no",36,"no","no",70,"no"
47,"services","married","no",518,"no","no",96,"no"
59,"technician","divorced","no",2595,"yes","no",398,"no"
48,"management","married","no",494,"no","no",81,"no"
33,"management","married","no",0,"no","no",60,"no"
38,"technician","single","no",173,"no","no",150,"no"
33,"management","single","no",335,"no","no",130,"no"
49,"technician","married","no",10,"no","no",135,"no"
31,"technician","divorced","no",0,"no","no",256,"no"
46,"management","divorced","no",-852,"no","yes",728,"no"
33,"housemaid","married","no",230,"no","yes",264,"no"
38,"management","single","no",0,"no","no",95,"no"
59,"technician","married","no",0,"no","no",62,"no"
49,"blue-collar","married","no",102,"no","no",210,"no"
40,"technician","married","no",56,"no","no",77,"no"
32,"technician","single","no",1179,"no","no",116,"no"
34,"management","single","no",194,"no","no",186,"no"
54,"blue-collar","married","no",1059,"no","no",73,"no"
45,"blue-collar","married","no",121,"no","no",93,"no"
30,"management","single","no",3849,"no","no",115,"no"
40,"self-employed","single","no",41,"no","no",104,"no"
42,"unemployed","divorced","no",-166,"no","no",85,"no"
33,"management","single","no",-359,"no","no",59,"no"
43,"admin.","married","no",257,"no","no",186,"no"
39,"technician","divorced","no",8,"no","no",1028,"no"
40,"technician","divorced","no",0,"no","no",299,"no"
52,"technician","married","no",214,"no","no",161,"no"
55,"blue-collar","married","no",771,"no","no",98,"no"
35,"management","married","no",511,"no","no",91,"no"
54,"technician","married","no",1670,"no","no",207,"no"
45,"blue-collar","married","no",85,"no","no",133,"no"
33,"blue-collar","married","no",842,"no","no",111,"no"
46,"blue-collar","married","no",201,"no","no",163,"no"
31,"technician","married","no",4800,"yes","no",165,"no"
46,"management","divorced","no",0,"no","yes",38,"no"
34,"entrepreneur","married","no",-506,"no","no",19,"no"
54,"blue-collar","married","no",466,"no","no",436,"no"
34,"technician","married","no",563,"yes","yes",32,"no"
44,"technician","married","no",370,"no","yes",64,"no"
32,"management","single","no",258,"yes","no",131,"no"
33,"housemaid","single","no",1255,"no","no",511,"no"
41,"management","married","no",148,"no","no",82,"no"
45,"blue-collar","married","no",292,"yes","no",961,"no"
41,"admin.","married","yes",-120,"no","no",76,"no"
54,"services","married","no",324,"no","no",124,"no"
49,"blue-collar","married","no",0,"no","no",66,"no"
36,"technician","single","no",268,"no","no",54,"no"
45,"technician","single","no",2087,"no","no",29,"no"
48,"blue-collar","married","no",-254,"no","yes",134,"no"
41,"management","married","no",5936,"no","no",709,"no"
41,"technician","married","no",593,"no","no",95,"no"
56,"management","married","no",665,"no","no",25,"no"
55,"admin.","married","no",46,"no","no",59,"no"
36,"self-employed","married","no",10,"no","no",47,"no"
40,"management","single","no",185,"no","no",173,"no"
30,"technician","married","no",1,"no","no",69,"no"
35,"management","divorced","no",910,"no","no",77,"no"
31,"management","married","no",8312,"no","no",43,"no"
59,"housemaid","married","no",418,"no","no",300,"no"
46,"technician","divorced","no",117,"no","no",94,"no"
38,"technician","married","no",185,"no","yes",44,"no"
52,"technician","divorced","no",0,"no","no",39,"no"
52,"technician","married","no",0,"no","no",67,"no"
45,"technician","married","no",351,"yes","no",18,"no"
38,"technician","single","no",50,"no","no",98,"no"
40,"technician","divorced","no",841,"no","yes",36,"no"
47,"blue-collar","married","no",947,"no","yes",24,"no"
48,"blue-collar","married","no",1903,"no","no",21,"no"
38,"management","married","no",46,"no","no",70,"no"
60,"admin.","married","no",221,"no","no",92,"no"
46,"blue-collar","married","no",0,"no","no",162,"no"
34,"technician","married","no",0,"yes","no",116,"no"
33,"technician","married","no",74,"no","no",94,"no"
47,"self-employed","married","no",1056,"no","no",58,"no"
58,"retired","married","no",69,"no","no",76,"no"
47,"management","single","no",124,"no","no",14,"no"
34,"technician","divorced","no",347,"no","no",15,"no"
32,"management","married","no",16,"no","no",129,"no"
31,"technician","single","no",0,"no","no",157,"no"
42,"technician","married","no",-401,"yes","no",145,"no"
41,"technician","divorced","no",88,"no","no",88,"no"
37,"technician","married","yes",-3,"no","no",122,"no"
56,"retired","married","no",4577,"no","no",133,"no"
52,"services","married","no",627,"no","no",174,"no"
49,"self-employed","married","no",1683,"no","no",61,"no"
36,"technician","single","no",35,"no","no",493,"no"
32,"technician","single","no",224,"no","no",451,"no"
60,"technician","single","no",0,"no","no",86,"no"
49,"technician","single","no",114,"no","no",12,"no"
35,"management","single","no",385,"yes","no",168,"no"
36,"management","single","no",26,"no","no",370,"no"
36,"technician","divorced","no",861,"no","no",140,"no"
33,"technician","single","no",125,"no","no",66,"no"
34,"technician","married","no",1795,"yes","no",201,"no"
37,"technician","married","no",449,"yes","no",59,"no"
32,"management","single","no",2233,"no","no",85,"no"
30,"technician","single","no",124,"no","no",60,"no"
37,"technician","married","no",261,"no","no",301,"no"
45,"technician","married","no",183,"no","no",27,"no"
52,"technician","married","no",64,"no","no",20,"no"
46,"technician","married","no",591,"no","no",81,"no"
46,"unemployed","married","no",46,"no","no",74,"no"
33,"technician","married","no",23,"no","no",53,"no"
39,"technician","divorced","no",0,"no","no",35,"no"
49,"management","married","no",0,"no","no",215,"no"
50,"admin.","married","no",0,"no","no",253,"no"
47,"admin.","married","no",1077,"no","no",43,"no"
37,"admin.","married","no",373,"no","no",98,"no"
43,"technician","single","yes",0,"no","no",73,"no"
53,"unemployed","married","no",240,"no","no",106,"no"
31,"management","single","no",7554,"no","no",51,"no"
35,"management","single","no",0,"no","no",669,"no"
37,"technician","married","no",41,"no","no",127,"no"
51,"blue-collar","married","no",-27,"no","no",158,"no"
37,"housemaid","married","no",0,"no","no",17,"no"
47,"admin.","married","no",84,"no","no",367,"no"
57,"retired","married","no",42,"no","no",68,"no"
36,"technician","single","no",2419,"no","no",29,"no"
32,"management","single","no",123,"no","no",63,"no"
33,"management","married","no",32,"no","no",27,"no"
38,"self-employed","married","no",0,"no","no",117,"no"
51,"blue-collar","married","no",4695,"no","no",8,"no"
31,"housemaid","single","no",13099,"no","no",6,"no"
37,"management","single","no",3452,"yes","no",8,"no"
46,"management","married","no",212,"yes","no",515,"no"
53,"entrepreneur","married","no",0,"no","no",88,"no"
59,"blue-collar","married","no",1227,"no","no",89,"no"
34,"management","divorced","no",36,"no","no",77,"no"
46,"technician","divorced","no",-90,"no","yes",270,"yes"
30,"self-employed","married","no",1785,"no","no",235,"yes"
49,"management","married","no",0,"no","no",223,"yes"
43,"management","married","no",0,"no","no",147,"no"
36,"blue-collar","married","no",1828,"yes","no",24,"no"
28,"blue-collar","single","no",9,"yes","no",115,"no"
36,"self-employed","single","no",-103,"yes","yes",3253,"yes"
47,"admin.","divorced","no",555,"yes","yes",478,"yes"
37,"management","divorced","no",199,"yes","no",50,"no"
50,"blue-collar","married","no",12519,"yes","no",37,"no"
32,"management","married","no",9214,"no","yes",71,"no"
31,"entrepreneur","married","no",79,"yes","no",558,"no"
52,"technician","married","no",5303,"yes","no",133,"yes"
52,"management","married","no",6,"no","no",57,"no"
45,"admin.","divorced","no",1293,"yes","yes",164,"no"
47,"admin.","married","no",24556,"no","no",309,"no"
48,"student","single","no",1279,"no","no",2429,"no"
43,"management","married","no",1258,"no","no",312,"yes"
30,"technician","married","no",239,"no","no",73,"no"
34,"blue-collar","divorced","no",882,"no","yes",24,"no"
44,"technician","single","no",1679,"no","no",718,"yes"
30,"blue-collar","married","no",1664,"yes","no",2016,"yes"
33,"admin.","married","no",882,"no","no",39,"no"
32,"admin.","married","no",8749,"yes","yes",294,"yes"
42,"admin.","single","no",-247,"yes","yes",519,"yes"
40,"technician","married","no",1159,"no","no",19,"no"
33,"services","married","no",3444,"yes","no",144,"yes"
58,"retired","married","no",2199,"no","no",65,"no"
35,"management","married","no",0,"yes","no",4,"no"
31,"blue-collar","married","no",7424,"yes","no",54,"no"
45,"admin.","married","no",5346,"yes","yes",187,"yes"
58,"management","divorced","no",26254,"yes","no",49,"no"
45,"blue-collar","married","no",1144,"yes","no",676,"yes"
28,"student","single","no",2351,"no","no",157,"yes"
36,"management","married","no",2415,"yes","no",73,"no"
42,"admin.","single","no",164,"yes","yes",80,"no"
32,"technician","single","no",5514,"no","no",181,"yes"
28,"self-employed","married","no",123,"no","yes",313,"yes"
40,"management","married","no",3352,"yes","no",138,"yes"
36,"management","married","no",0,"yes","no",140,"yes"
44,"admin.","divorced","no",429,"yes","no",80,"yes"
51,"entrepreneur","married","no",5254,"yes","no",134,"yes"
56,"technician","married","no",589,"yes","no",518,"yes"
26,"services","single","no",1445,"no","no",171,"yes"
40,"technician","divorced","no",568,"yes","no",112,"yes"
49,"admin.","married","no",10250,"yes","no",97,"yes"
50,"management","single","no",3537,"no","no",305,"yes"
44,"blue-collar","married","no",1324,"yes","no",119,"no"
58,"admin.","divorced","no",1947,"no","no",228,"yes"
37,"admin.","married","no",1967,"no","no",376,"yes"
36,"technician","single","no",3254,"yes","no",207,"yes"
39,"entrepreneur","married","no",437,"yes","no",150,"yes"
58,"retired","married","no",3260,"no","no",27,"no"
27,"entrepreneur","married","no",2329,"no","no",131,"yes"
33,"management","married","no",431,"yes","no",51,"no"
47,"management","divorced","no",12026,"yes","no",251,"yes"
30,"admin.","married","no",1310,"no","no",3284,"no"
39,"admin.","married","no",1757,"no","no",125,"yes"
57,"technician","married","no",7554,"no","no",141,"yes"
38,"management","married","no",385,"yes","no",154,"yes"
43,"management","married","no",107,"yes","yes",135,"yes"
34,"technician","married","no",1012,"yes","yes",540,"yes"
31,"admin.","married","no",352,"no","no",60,"no"
35,"management","divorced","no",0,"yes","no",171,"yes"
58,"management","divorced","no",372,"no","yes",11,"yes"
39,"blue-collar","single","no",3912,"yes","no",223,"no"
60,"blue-collar","married","no",1801,"no","no",167,"no"
59,"management","divorced","no",258,"yes","no",266,"yes"
35,"management","single","no",7506,"yes","no",248,"yes"
42,"technician","divorced","no",314,"yes","no",234,"yes"
43,"retired","married","no",860,"no","no",132,"yes"
36,"entrepreneur","married","no",6,"no","no",246,"no"
34,"housemaid","married","no",0,"yes","no",154,"yes"
35,"blue-collar","single","no",3623,"no","no",160,"yes"
43,"self-employed","married","no",0,"yes","no",81,"no"
38,"admin.","single","no",2470,"no","no",227,"yes"
39,"blue-collar","married","no",1307,"yes","no",158,"yes"
58,"retired","divorced","no",3237,"no","no",615,"yes"
27,"management","single","no",185,"no","no",18,"no"
34,"technician","single","no",1866,"no","no",95,"no"
41,"services","married","no",523,"yes","yes",5,"no"
60,"management","married","no",5041,"no","no",399,"yes"
28,"management","single","no",1335,"no","yes",15,"no"
26,"technician","single","no",172,"no","yes",21,"no"
34,"entrepreneur","married","no",0,"yes","no",217,"no"
56,"technician","married","no",6619,"yes","no",465,"yes"
34,"management","married","no",8,"yes","no",6,"no"
50,"admin.","divorced","no",237,"no","yes",169,"yes"
51,"admin.","single","no",3132,"no","no",449,"no"
